,x,y,id,location_code,location,gene,gene_ensembl_id,cell_line,Uniprot
23039,-7.278553,0.4582728,37599_417_C12_4,4 25,"N. speckles,Cytosol",PRPF18,ENSG00000165630,U-2 OS,Q99633 Q5T9P7 Q5T9P8
23040,-6.891585,1.4942781,37599_420_C12_1,4 25,"N. speckles,Cytosol",PRPF18,ENSG00000165630,U-251 MG,Q99633 Q5T9P7 Q5T9P8
23041,-6.2857065,0.9472343,37599_420_C12_2,4 25,"N. speckles,Cytosol",PRPF18,ENSG00000165630,U-251 MG,Q99633 Q5T9P7 Q5T9P8
23073,-5.603245,0.48384658,36372_407_G7_2,4 25,"N. speckles,Cytosol",ZNF821,ENSG00000102984,A-431,O75541 A0A087WXX1 A0A0C4DH12 H3BPS7 H3BQE4 H3BR59 H3BR75 H3BRD6 H3BS68 H3BTZ4 H3BVG7
23074,-1.3453097,-1.2334429,36372_407_G7_1,4 25,"N. speckles,Cytosol",ZNF821,ENSG00000102984,A-431,O75541 A0A087WXX1 A0A0C4DH12 H3BPS7 H3BQE4 H3BR59 H3BR75 H3BRD6 H3BS68 H3BTZ4 H3BVG7
23099,-6.653703,1.1260389,37738_990_E10_1,4 25,"N. speckles,Cytosol",IL15,ENSG00000164136,A549,P40933
23100,-6.6785164,1.2843738,37738_990_E10_4,4 25,"N. speckles,Cytosol",IL15,ENSG00000164136,A549,P40933
23173,-6.4185557,1.031723,37577_517_F4_1,4 25,"N. speckles,Cytosol",CRY2,ENSG00000121671,U-2 OS,Q49AN0 A0A0D2X7Z3
23174,-6.526058,1.0680195,37577_517_F4_2,4 25,"N. speckles,Cytosol",CRY2,ENSG00000121671,U-2 OS,Q49AN0 A0A0D2X7Z3
23175,-6.2914667,1.0338537,37577_520_F4_1,4 25,"N. speckles,Cytosol",CRY2,ENSG00000121671,U-251 MG,Q49AN0 A0A0D2X7Z3
23176,-5.998734,0.99043214,37577_520_F4_3,4 25,"N. speckles,Cytosol",CRY2,ENSG00000121671,U-251 MG,Q49AN0 A0A0D2X7Z3
23177,-1.6589812,-0.23012097,37577_523_F4_1,4 25,"N. speckles,Cytosol",CRY2,ENSG00000121671,A-431,Q49AN0 A0A0D2X7Z3
23178,-6.5181465,1.14329,37577_523_F4_2,4 25,"N. speckles,Cytosol",CRY2,ENSG00000121671,A-431,Q49AN0 A0A0D2X7Z3
23253,-7.267974,1.3477184,39560_716_C3_1,4 25,"N. speckles,Cytosol",FOXO4,ENSG00000184481,HEK 293,P98177
23254,-7.220661,1.3873532,39560_716_C3_2,4 25,"N. speckles,Cytosol",FOXO4,ENSG00000184481,HEK 293,P98177
23255,-6.93231,1.703316,39560_719_C3_1,4 25,"N. speckles,Cytosol",FOXO4,ENSG00000184481,U-2 OS,P98177
23256,-6.955943,1.726485,39560_719_C3_2,4 25,"N. speckles,Cytosol",FOXO4,ENSG00000184481,U-2 OS,P98177
23257,-7.2581654,1.3214083,39560_764_C3_1,4 25,"N. speckles,Cytosol",FOXO4,ENSG00000184481,A-431,P98177
23258,-7.272487,1.2175899,39560_764_C3_2,4 25,"N. speckles,Cytosol",FOXO4,ENSG00000184481,A-431,P98177
23272,-6.9252033,1.6969543,34981_603_C11_1,4 25,"N. speckles,Cytosol",TAB3,ENSG00000157625,U-2 OS,Q8N5C8 A0A0A0MQY2 F6SS63
23273,-6.5761986,1.3822197,34981_601_C11_3,4 25,"N. speckles,Cytosol",TAB3,ENSG00000157625,A-431,Q8N5C8 A0A0A0MQY2 F6SS63
23274,-6.5259085,1.5910091,34981_599_C11_4,4 25,"N. speckles,Cytosol",TAB3,ENSG00000157625,U-251 MG,Q8N5C8 A0A0A0MQY2 F6SS63
23275,-6.6432767,1.7527261,34981_599_C11_1,4 25,"N. speckles,Cytosol",TAB3,ENSG00000157625,U-251 MG,Q8N5C8 A0A0A0MQY2 F6SS63
23290,-1.38625,-1.0010806,34935_1281_C5_3,0 25,"Nucleoplasm,Cytosol",AK6,ENSG00000085231,HEK 293,Q9Y3D8 A0A087WVD7 A0A087WY94 D6RDH4
23296,-6.5306687,1.3829734,34981_601_C11_6,4 25,"N. speckles,Cytosol",TAB3,ENSG00000157625,A-431,Q8N5C8 A0A0A0MQY2 F6SS63
23297,-6.8667874,1.6971008,34981_603_C11_2,4 25,"N. speckles,Cytosol",TAB3,ENSG00000157625,U-2 OS,Q8N5C8 A0A0A0MQY2 F6SS63
23325,-2.2307668,1.5268064,34935_1281_C5_2,0 25,"Nucleoplasm,Cytosol",AK6,ENSG00000085231,HEK 293,Q9Y3D8 A0A087WVD7 A0A087WY94 D6RDH4
23333,-6.244033,1.0067923,35090_371_G2_3,4 21,"N. speckles,PM",KIAA0556,ENSG00000047578,U-2 OS,O60303 A0A087X098 H3BNJ6 H3BPM2
23334,-0.6944808,3.7892578,35090_371_G2_2,4 21,"N. speckles,PM",KIAA0556,ENSG00000047578,U-2 OS,O60303 A0A087X098 H3BNJ6 H3BPM2
23347,-6.946976,1.739647,35068_374_E1_2,4 25,"N. speckles,Cytosol",UBAP2L,ENSG00000143569,A-431,Q14157 F8W726 H0Y5H6 H7C2T8 Q5VU77 Q5VU78 Q5VU79 Q5VU80 Q5VU81
23348,2.94455,2.720153,35068_374_E1_1,4 25,"N. speckles,Cytosol",UBAP2L,ENSG00000143569,A-431,Q14157 F8W726 H0Y5H6 H7C2T8 Q5VU77 Q5VU78 Q5VU79 Q5VU80 Q5VU81
23378,-6.924613,1.4966509,35068_372_E1_2,4 25,"N. speckles,Cytosol",UBAP2L,ENSG00000143569,U-251 MG,Q14157 F8W726 H0Y5H6 H7C2T8 Q5VU77 Q5VU78 Q5VU79 Q5VU80 Q5VU81
23379,-6.810362,1.5612602,35068_372_E1_1,4 25,"N. speckles,Cytosol",UBAP2L,ENSG00000143569,U-251 MG,Q14157 F8W726 H0Y5H6 H7C2T8 Q5VU77 Q5VU78 Q5VU79 Q5VU80 Q5VU81
23380,-6.4207344,1.4324744,35068_371_E1_2,4 25,"N. speckles,Cytosol",UBAP2L,ENSG00000143569,U-2 OS,Q14157 F8W726 H0Y5H6 H7C2T8 Q5VU77 Q5VU78 Q5VU79 Q5VU80 Q5VU81
23407,-6.579503,1.4467766,35068_371_E1_1,4 25,"N. speckles,Cytosol",UBAP2L,ENSG00000143569,U-2 OS,Q14157 F8W726 H0Y5H6 H7C2T8 Q5VU77 Q5VU78 Q5VU79 Q5VU80 Q5VU81
23435,-6.1360006,0.8156149,34694_1313_C7_3,0 25,"Nucleoplasm,Cytosol",POLR2D,ENSG00000144231,U-2 OS,O15514 E9PB93 E9PHV4
23446,-6.76505,0.794667,34694_1313_C7_5,0 25,"Nucleoplasm,Cytosol",POLR2D,ENSG00000144231,U-2 OS,O15514 E9PB93 E9PHV4
23447,-6.9357767,1.1636575,34694_1281_C7_5,4 25,"N. speckles,Cytosol",POLR2D,ENSG00000144231,HEK 293,O15514 E9PB93 E9PHV4
23449,-6.7255683,1.088827,34694_1281_C7_4,4 25,"N. speckles,Cytosol",POLR2D,ENSG00000144231,HEK 293,O15514 E9PB93 E9PHV4
23459,-6.763085,1.5268017,39975_584_H11_1,4 25,"N. speckles,Cytosol",MNS1,ENSG00000138587,U-251 MG,Q8NEH6
23474,-6.546425,1.281628,39924_1804_A1_1,4 25,"N. speckles,Cytosol",ARHGAP42,ENSG00000165895,RT4,A6NI28 A0A499FIA2 E9PJK4 H0YDU1 H0YEJ7
23475,-6.611649,1.3424596,39924_1804_A1_2,4 25,"N. speckles,Cytosol",ARHGAP42,ENSG00000165895,RT4,A6NI28 A0A499FIA2 E9PJK4 H0YDU1 H0YEJ7
23476,-6.389342,1.1453681,39924_1808_A2_2,4 25,"N. speckles,Cytosol",ARHGAP42,ENSG00000165895,RH-30,A6NI28 A0A499FIA2 E9PJK4 H0YDU1 H0YEJ7
23477,-6.6913924,1.3428781,39924_1808_A2_3,4 25,"N. speckles,Cytosol",ARHGAP42,ENSG00000165895,RH-30,A6NI28 A0A499FIA2 E9PJK4 H0YDU1 H0YEJ7
23487,-5.389613,1.053042,39975_584_H11_2,4 25,"N. speckles,Cytosol",MNS1,ENSG00000138587,U-251 MG,Q8NEH6
23521,-6.927051,1.66367,39988_551_E12_1,4 25,"N. speckles,Cytosol",TAB1,ENSG00000100324,U-2 OS,Q15750
23522,-6.923634,1.6837353,39988_551_E12_5,4 25,"N. speckles,Cytosol",TAB1,ENSG00000100324,U-2 OS,Q15750
23523,-7.0082016,1.4348879,39988_554_E12_1,4 25,"N. speckles,Cytosol",TAB1,ENSG00000100324,U-251 MG,Q15750
23524,-7.001375,1.6182125,39988_554_E12_2,4 25,"N. speckles,Cytosol",TAB1,ENSG00000100324,U-251 MG,Q15750
23525,-6.811638,1.4467307,39988_560_E12_1,4 25,"N. speckles,Cytosol",TAB1,ENSG00000100324,A-431,Q15750
23526,-6.887987,1.5984616,39988_560_E12_3,4 25,"N. speckles,Cytosol",TAB1,ENSG00000100324,A-431,Q15750
23578,-6.846907,1.4652354,39764_468_H1_1,4 25,"N. speckles,Cytosol",GPN3,ENSG00000111231,U-251 MG,Q9UHW5 F8W1F4 H0YHZ5 H0YI19 S4R3M7
23579,-5.533767,0.7942439,39764_468_H1_2,4 25,"N. speckles,Cytosol",GPN3,ENSG00000111231,U-251 MG,Q9UHW5 F8W1F4 H0YHZ5 H0YI19 S4R3M7
23582,-6.110028,1.2832987,39764_473_H1_2,4 25,"N. speckles,Cytosol",GPN3,ENSG00000111231,A-431,Q9UHW5 F8W1F4 H0YHZ5 H0YI19 S4R3M7
23583,-6.025926,1.2611067,39764_473_H1_4,4 25,"N. speckles,Cytosol",GPN3,ENSG00000111231,A-431,Q9UHW5 F8W1F4 H0YHZ5 H0YI19 S4R3M7
23614,-6.915366,1.7086489,34749_1216_D2_6,4 25,"N. speckles,Cytosol",RBP7,ENSG00000162444,PC-3,Q96R05 B1AQ60
23615,-6.9171786,1.6597064,34749_1216_D2_1,4 25,"N. speckles,Cytosol",RBP7,ENSG00000162444,PC-3,Q96R05 B1AQ60
23644,5.1121573,-2.1971061,39878_1198_G2_1,4 23,"N. speckles,Mitochondria",CWC15,ENSG00000150316,PC-3,Q9P013
23645,5.101513,-2.2109144,39878_1198_G2_5,4 23,"N. speckles,Mitochondria",CWC15,ENSG00000150316,PC-3,Q9P013
23646,5.086242,-2.1958866,39878_1201_G2_1,4 23,"N. speckles,Mitochondria",CWC15,ENSG00000150316,U-2 OS,Q9P013
23647,5.1014175,-2.1897392,39878_1201_G2_2,4 23,"N. speckles,Mitochondria",CWC15,ENSG00000150316,U-2 OS,Q9P013
23648,5.133223,-2.1832275,39878_1253_G9_2,4 23,"N. speckles,Mitochondria",CWC15,ENSG00000150316,CACO-2,Q9P013
23649,5.142762,-2.1810098,39878_1253_G9_3,4 23,"N. speckles,Mitochondria",CWC15,ENSG00000150316,CACO-2,Q9P013
23692,0.3341648,2.1903102,38796_1054_C10_1,4 25,"N. speckles,Cytosol",PNISR,ENSG00000132424,HeLa,Q8TF01 A0A2R8Y2Y1
23693,-0.60702634,1.1553051,38796_1054_C10_2,4 25,"N. speckles,Cytosol",PNISR,ENSG00000132424,HeLa,Q8TF01 A0A2R8Y2Y1
23696,-6.3093147,1.2438375,38804_412_A3_2,4 25,"N. speckles,Cytosol",RUFY1,ENSG00000176783,U-2 OS,Q96T51 H0Y9Y8 H0YA47 H0YAC8 J3KPP6
23697,-6.9438624,1.4999707,38804_412_A3_3,4 25,"N. speckles,Cytosol",RUFY1,ENSG00000176783,U-2 OS,Q96T51 H0Y9Y8 H0YA47 H0YAC8 J3KPP6
23698,-7.0077767,1.5155928,38804_471_A3_1,4 25,"N. speckles,Cytosol",RUFY1,ENSG00000176783,A-431,Q96T51 H0Y9Y8 H0YA47 H0YAC8 J3KPP6
23699,-6.973534,1.5370748,38804_471_A3_2,4 25,"N. speckles,Cytosol",RUFY1,ENSG00000176783,A-431,Q96T51 H0Y9Y8 H0YA47 H0YAC8 J3KPP6
23859,-6.0631895,1.0665004,38692_452_G8_1,4 25,"N. speckles,Cytosol",PSMD13,ENSG00000185627,U-2 OS,Q9UNM6 A0A087WUL9 E9PL38 E9PPD2 E9PQG3 F8W8J6 H0YD73 J3KNQ3
23860,-6.0251393,1.0656304,38692_452_G8_2,4 25,"N. speckles,Cytosol",PSMD13,ENSG00000185627,U-2 OS,Q9UNM6 A0A087WUL9 E9PL38 E9PPD2 E9PQG3 F8W8J6 H0YD73 J3KNQ3
23861,-6.604284,1.3407191,38692_455_G8_1,4 25,"N. speckles,Cytosol",PSMD13,ENSG00000185627,A-431,Q9UNM6 A0A087WUL9 E9PL38 E9PPD2 E9PQG3 F8W8J6 H0YD73 J3KNQ3
23862,-6.6442327,1.3918148,38692_455_G8_2,4 25,"N. speckles,Cytosol",PSMD13,ENSG00000185627,A-431,Q9UNM6 A0A087WUL9 E9PL38 E9PPD2 E9PQG3 F8W8J6 H0YD73 J3KNQ3
23873,-5.9630795,0.63552713,3522_1667_F2_8_cr57ed226a5a6bc,0 21,"Nucleoplasm,PM",GCNT1,ENSG00000187210,BJ,Q02742
23874,-5.9648814,0.68456966,3522_1667_F2_14_cr57e91269d1286,0 21,"Nucleoplasm,PM",GCNT1,ENSG00000187210,BJ,Q02742
23908,-6.6526933,1.5641425,39228_723_C3_1,4 25,"N. speckles,Cytosol",UNC45A,ENSG00000140553,MCF7,Q9H3U1 A0A1W2PNX8 A0A5F9ZI17 A0A5F9ZI32
23909,-6.6261406,1.576719,39228_723_C3_2,4 25,"N. speckles,Cytosol",UNC45A,ENSG00000140553,MCF7,Q9H3U1 A0A1W2PNX8 A0A5F9ZI17 A0A5F9ZI32
23910,3.9058208,2.826034,39228_866_C3_1,7 25,"Golgi app.,Cytosol",UNC45A,ENSG00000140553,HEK 293,Q9H3U1 A0A1W2PNX8 A0A5F9ZI17 A0A5F9ZI32
23911,2.2449527,-0.3953921,39228_866_C3_2,7 25,"Golgi app.,Cytosol",UNC45A,ENSG00000140553,HEK 293,Q9H3U1 A0A1W2PNX8 A0A5F9ZI17 A0A5F9ZI32
23931,-6.3527727,1.7128736,3514_1386_B8_2,4 22,"N. speckles,C. Junctions",KCNK13,ENSG00000152315,RT4,Q9HB14
23932,-1.256483,5.3930483,3514_1386_B8_1,4 22,"N. speckles,C. Junctions",KCNK13,ENSG00000152315,RT4,Q9HB14
23992,-6.321947,1.1427481,35409_781_E12_2,4 25,"N. speckles,Cytosol",PRKAA1,ENSG00000132356,U-2 OS,Q13131 Q96E92
23994,-6.4175625,1.1126666,35409_781_E12_1,4 25,"N. speckles,Cytosol",PRKAA1,ENSG00000132356,U-2 OS,Q13131 Q96E92
24028,-6.8465433,0.5954353,35447_1044_F9_2,-1 4,"Unknow,N. speckles",SFMBT2,ENSG00000198879,HeLa,Q5VUG0 A0A669KBL2 Q5T980 Q5T981
24029,-6.8959193,0.67488605,35447_1044_F9_1,-1 4,"Unknow,N. speckles",SFMBT2,ENSG00000198879,HeLa,Q5VUG0 A0A669KBL2 Q5T980 Q5T981
24030,-6.7048054,0.9822717,35447_1042_D7_5,4 24,"N. speckles,Aggresome",SFMBT2,ENSG00000198879,HEK 293,Q5VUG0 A0A669KBL2 Q5T980 Q5T981
24031,-6.8322024,0.99455976,35447_1042_D7_2,4 24,"N. speckles,Aggresome",SFMBT2,ENSG00000198879,HEK 293,Q5VUG0 A0A669KBL2 Q5T980 Q5T981
24051,-7.1761894,0.42408517,35354_1253_D6_3,4 26,"N. speckles,C. bodies",BARD1,ENSG00000138376,CACO-2,Q99728 A0A087WZ19 A0A087X0C6 A0A087X2H0 A0A494C142 C9IYG1 C9J6M1 F6MDI1 F8WCG2
24052,-7.3854413,0.38108677,35354_1253_D6_1,4 26,"N. speckles,C. bodies",BARD1,ENSG00000138376,CACO-2,Q99728 A0A087WZ19 A0A087X0C6 A0A087X2H0 A0A494C142 C9IYG1 C9J6M1 F6MDI1 F8WCG2
24055,-7.048816,1.5086519,35333_376_E6_2,4 25,"N. speckles,Cytosol",SLC25A12,ENSG00000115840,U-2 OS,O75746 B4DGK6 F8W9J0 H0YFB2
24056,-6.986137,1.5809646,35333_376_E6_1,4 25,"N. speckles,Cytosol",SLC25A12,ENSG00000115840,U-2 OS,O75746 B4DGK6 F8W9J0 H0YFB2
24161,-6.2782173,1.2435529,47130_1314_A6_2,4 25,"N. speckles,Cytosol",IRX5,ENSG00000176842,HaCaT,P78411 A2RRB5 H0YML8
24162,-6.161418,1.2069119,47130_1314_A6_3,4 25,"N. speckles,Cytosol",IRX5,ENSG00000176842,HaCaT,P78411 A2RRB5 H0YML8
24163,-6.5500593,0.77323973,47130_1326_A6_1,4 14,"N. speckles,Microtubules",IRX5,ENSG00000176842,U-2 OS,P78411 A2RRB5 H0YML8
24164,-6.591206,0.7600649,47130_1326_A6_3,4 14,"N. speckles,Microtubules",IRX5,ENSG00000176842,U-2 OS,P78411 A2RRB5 H0YML8
24201,-6.8366065,1.4570606,46762_1421_H1_6,4 25,"N. speckles,Cytosol",TMEM56,ENSG00000152078,RT4,Q96MV1 C9J6J2 C9JJM2
24202,-6.7942796,1.4658337,46762_1421_H1_7,4 25,"N. speckles,Cytosol",TMEM56,ENSG00000152078,RT4,Q96MV1 C9J6J2 C9JJM2
24203,-7.200808,1.390195,46762_835_D11_1,4 25,"N. speckles,Cytosol",TMEM56,ENSG00000152078,U-2 OS,Q96MV1 C9J6J2 C9JJM2
24204,-7.087684,1.572032,46762_835_D11_2,4 25,"N. speckles,Cytosol",TMEM56,ENSG00000152078,U-2 OS,Q96MV1 C9J6J2 C9JJM2
24205,-7.1990247,1.2716402,46762_844_D11_1,4 25,"N. speckles,Cytosol",TMEM56,ENSG00000152078,A-431,Q96MV1 C9J6J2 C9JJM2
24206,-7.0857544,1.4173716,46762_844_D11_2,4 25,"N. speckles,Cytosol",TMEM56,ENSG00000152078,A-431,Q96MV1 C9J6J2 C9JJM2
24320,-6.0238295,0.40686247,47456_622_H9_4,4 25,"N. speckles,Cytosol",DUSP28,ENSG00000188542,A-431,Q4G0W2 H7C234
24322,-6.171083,0.4619386,47456_622_H9_5,4 25,"N. speckles,Cytosol",DUSP28,ENSG00000188542,A-431,Q4G0W2 H7C234
24416,-2.0537624,-0.12528154,47138_1210_D2_1,0 25,"Nucleoplasm,Cytosol",SCAND1,ENSG00000171222,PC-3,P57086
24446,-1.9399242,-0.25459316,47138_1210_D2_2,0 25,"Nucleoplasm,Cytosol",SCAND1,ENSG00000171222,PC-3,P57086
24697,-7.1226034,0.30929235,27164_290_B5_2,4 26,"N. speckles,C. bodies",RBM6,ENSG00000004534,A-431,P78332 C9J250 C9JII0 C9JMC8 C9JSL1 E9PGM9 F8WCA5 F8WCT0 F8WF63
24698,-6.009126,0.3066744,27164_290_B5_1,4 26,"N. speckles,C. bodies",RBM6,ENSG00000004534,A-431,P78332 C9J250 C9JII0 C9JMC8 C9JSL1 E9PGM9 F8WCA5 F8WCT0 F8WF63
24699,-7.1735463,0.3324424,27164_251_B5_2,4 26,"N. speckles,C. bodies",RBM6,ENSG00000004534,U-2 OS,P78332 C9J250 C9JII0 C9JMC8 C9JSL1 E9PGM9 F8WCA5 F8WCT0 F8WF63
24703,-7.248463,0.33532304,27164_251_B5_1,4 26,"N. speckles,C. bodies",RBM6,ENSG00000004534,U-2 OS,P78332 C9J250 C9JII0 C9JMC8 C9JSL1 E9PGM9 F8WCA5 F8WCT0 F8WF63
24705,-7.548325,0.5791409,27164_249_B5_2,4 26,"N. speckles,C. bodies",RBM6,ENSG00000004534,U-251 MG,P78332 C9J250 C9JII0 C9JMC8 C9JSL1 E9PGM9 F8WCA5 F8WCT0 F8WF63
24706,-7.428412,0.5906082,27164_249_B5_1,4 26,"N. speckles,C. bodies",RBM6,ENSG00000004534,U-251 MG,P78332 C9J250 C9JII0 C9JMC8 C9JSL1 E9PGM9 F8WCA5 F8WCT0 F8WF63
24749,-1.1704252,5.223517,46519_1592_H10_1,0 21,"Nucleoplasm,PM",FLT4,ENSG00000037280,MCF7,P35916 B5A927 D6RFF2 E9PD35
24750,-1.2375888,5.2398295,46519_1592_H10_2,0 21,"Nucleoplasm,PM",FLT4,ENSG00000037280,MCF7,P35916 B5A927 D6RFF2 E9PD35
24763,-6.94877,1.5279268,26578_264_B7_2,0 25,"Nucleoplasm,Cytosol",AIPL1,ENSG00000129221,U-2 OS,Q9NZN9 F1T0B5 F1T0C4 I3L3R9 J3KPI5 K7EPF4 Q7Z3H1
24764,-6.808999,1.4290197,26578_264_B7_1,0 25,"Nucleoplasm,Cytosol",AIPL1,ENSG00000129221,U-2 OS,Q9NZN9 F1T0B5 F1T0C4 I3L3R9 J3KPI5 K7EPF4 Q7Z3H1
24839,2.8287616,6.0748177,26527_214_B3_2,4 25,"N. speckles,Cytosol",SNRNP40,ENSG00000060688,U-2 OS,Q96DI7 Q9NSS8
24840,2.8289497,6.1541047,26527_214_B3_1,4 25,"N. speckles,Cytosol",SNRNP40,ENSG00000060688,U-2 OS,Q96DI7 Q9NSS8
24859,-6.447264,1.7656889,46175_606_E12_1,4 21,"N. speckles,PM",C1orf35,ENSG00000143793,U-2 OS,Q9BU76
24860,-6.3932652,1.6688882,46175_606_E12_2,4 21,"N. speckles,PM",C1orf35,ENSG00000143793,U-2 OS,Q9BU76
25003,-5.635808,1.1052225,23447_217_C4_2,4 25,"N. speckles,Cytosol",DDX42,ENSG00000198231,U-2 OS,Q86XP3 A0A0A0MSJ0 J3KRE3 J3KRV0 J3KTK9 J3QRI2
25004,-1.394924,0.89623564,23447_217_C4_1,4 25,"N. speckles,Cytosol",DDX42,ENSG00000198231,U-2 OS,Q86XP3 A0A0A0MSJ0 J3KRE3 J3KRV0 J3KTK9 J3QRI2
25094,-6.373973,1.7292154,48895_1070_E6_2,4 21,"N. speckles,PM",MAPT,ENSG00000186868,MCF7,P10636 A0A7I2PJZ2 A0A7I2PLE3 I3L2Z2
25095,-6.450839,1.6900128,48895_1070_E6_3,4 21,"N. speckles,PM",MAPT,ENSG00000186868,MCF7,P10636 A0A7I2PJZ2 A0A7I2PLE3 I3L2Z2
25114,-7.1280003,1.3066185,48786_850_E6_3,4 25,"N. speckles,Cytosol",IQCK,ENSG00000174628,U-2 OS,Q8N0W5 H3BPX0 H3BRX5 H3BU74 H3BV97 I3L193
25115,-7.1718254,1.2771411,48786_850_E6_4,4 25,"N. speckles,Cytosol",IQCK,ENSG00000174628,U-2 OS,Q8N0W5 H3BPX0 H3BRX5 H3BU74 H3BV97 I3L193
25116,-7.6687098,0.9248325,48786_858_E6_1,4 25,"N. speckles,Cytosol",IQCK,ENSG00000174628,A549,Q8N0W5 H3BPX0 H3BRX5 H3BU74 H3BV97 I3L193
25119,-7.356992,1.0996325,48786_858_E6_3,4 25,"N. speckles,Cytosol",IQCK,ENSG00000174628,A549,Q8N0W5 H3BPX0 H3BRX5 H3BU74 H3BV97 I3L193
25125,-6.4491034,1.7605512,48895_1076_E6_1,4 21,"N. speckles,PM",MAPT,ENSG00000186868,U-2 OS,P10636 A0A7I2PJZ2 A0A7I2PLE3 I3L2Z2
25152,-6.4431376,1.725882,48895_1076_E6_2,4 21,"N. speckles,PM",MAPT,ENSG00000186868,U-2 OS,P10636 A0A7I2PJZ2 A0A7I2PLE3 I3L2Z2
25154,-6.562451,1.6078722,48895_1518_D11_1,4 21,"N. speckles,PM",MAPT,ENSG00000186868,RT4,P10636 A0A7I2PJZ2 A0A7I2PLE3 I3L2Z2
25155,-6.5652685,1.5568335,48895_1518_D11_2,4 21,"N. speckles,PM",MAPT,ENSG00000186868,RT4,P10636 A0A7I2PJZ2 A0A7I2PLE3 I3L2Z2
25182,-6.7732368,1.5556033,49571_1055_C2_2,4 21,"N. speckles,PM",PPP1R16B,ENSG00000101445,U-2 OS,Q96T49
25184,-6.839285,1.5858717,49571_1055_C2_3,4 21,"N. speckles,PM",PPP1R16B,ENSG00000101445,U-2 OS,Q96T49
25185,0.66247606,3.245891,49571_1125_B10_1,4 21,"N. speckles,PM",PPP1R16B,ENSG00000101445,A549,Q96T49
25186,-6.4136567,1.6410989,49571_1125_B10_2,4 21,"N. speckles,PM",PPP1R16B,ENSG00000101445,A549,Q96T49
25187,-6.7545733,1.4398421,49571_1735_B1_1,4 21,"N. speckles,PM",PPP1R16B,ENSG00000101445,SH-SY5Y,Q96T49
25188,-6.55667,1.5765961,49571_1735_B1_3,4 21,"N. speckles,PM",PPP1R16B,ENSG00000101445,SH-SY5Y,Q96T49
25257,-1.6178886,0.2404742,49829_1309_F3_4,0 25,"Nucleoplasm,Cytosol",SALL1,ENSG00000103449,Hep G2,Q9NSC2 H3BQ32 H3BSM9
25258,-1.6629195,0.074495405,49829_1309_F3_6,0 25,"Nucleoplasm,Cytosol",SALL1,ENSG00000103449,Hep G2,Q9NSC2 H3BQ32 H3BSM9
25304,-6.6483517,1.0357394,23286_268_A7_2,4 25,"N. speckles,Cytosol",ZMYND15,ENSG00000141497,U-2 OS,Q9H091
25305,-6.6042027,0.93565834,23286_268_A7_1,4 25,"N. speckles,Cytosol",ZMYND15,ENSG00000141497,U-2 OS,Q9H091
25306,-6.65413,1.2273765,23286_237_A7_2,4 25,"N. speckles,Cytosol",ZMYND15,ENSG00000141497,A-431,Q9H091
25307,-6.6716614,1.2094382,23286_237_A7_1,4 25,"N. speckles,Cytosol",ZMYND15,ENSG00000141497,A-431,Q9H091
25348,-5.8817124,1.0549203,23255_180_B5_2,4 25,"N. speckles,Cytosol",THEM6,ENSG00000130193,U-251 MG,Q8WUY1 H0YAR9
25349,-5.8912826,1.0482522,23255_180_B5_1,4 25,"N. speckles,Cytosol",THEM6,ENSG00000130193,U-251 MG,Q8WUY1 H0YAR9
25358,-2.4000003,0.46228397,23249_182_G4_2,0 25,"Nucleoplasm,Cytosol",EFCAB13,ENSG00000178852,U-2 OS,Q8IY85 E5RFW6 E5RI18 H0YBI2 K7ELL9
25359,-2.4077625,0.33530527,23249_182_G4_1,0 25,"Nucleoplasm,Cytosol",EFCAB13,ENSG00000178852,U-2 OS,Q8IY85 E5RFW6 E5RI18 H0YBI2 K7ELL9
25361,-1.6224624,1.6983416,23249_1788_F1_5_cr596df14c6fb79,0 25,"Nucleoplasm,Cytosol",EFCAB13,ENSG00000178852,RPTEC TERT1,Q8IY85 E5RFW6 E5RI18 H0YBI2 K7ELL9
25451,-1.5139843,0.5126946,48070_837_D11_1,0 25,"Nucleoplasm,Cytosol",YLPM1,ENSG00000119596,A-431,P49750 F8VU51 H0YI23 H0YIQ2 U3KQT9
25452,-1.987616,0.048120473,48070_837_D11_2,0 25,"Nucleoplasm,Cytosol",YLPM1,ENSG00000119596,A-431,P49750 F8VU51 H0YI23 H0YIQ2 U3KQT9
25617,-6.833927,0.97986805,2382_89_A8_1,4 25,"N. speckles,Cytosol",CDC34,ENSG00000099804,A-431,P49427 U3KPV8 U3KQ77 U3KQP9
25618,-6.9334927,1.4115797,2382_88_A8_2,4 25,"N. speckles,Cytosol",CDC34,ENSG00000099804,U-251 MG,P49427 U3KPV8 U3KQ77 U3KQP9
25619,-7.0578,1.4159145,2382_88_A8_1,4 25,"N. speckles,Cytosol",CDC34,ENSG00000099804,U-251 MG,P49427 U3KPV8 U3KQ77 U3KQP9
25632,-6.524338,1.4264348,23726_261_H1_2,4 25,"N. speckles,Cytosol",RUNDC1,ENSG00000198863,A-431,Q96C34 K7EQS2
25635,-6.6641064,1.3410665,23726_261_H1_1,4 25,"N. speckles,Cytosol",RUNDC1,ENSG00000198863,A-431,Q96C34 K7EQS2
25636,-5.139564,0.46343878,23726_224_H1_2,0 25,"Nucleoplasm,Cytosol",RUNDC1,ENSG00000198863,U-251 MG,Q96C34 K7EQS2
